FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1983842|North Well|Well|NM|35|Eddy|015|321350N|1044511W|32.2306628|-104.7530101|||||1737|5699|Pickett Hill|08/31/1992|
1983846|National Ranch|Locale|NM|35|Eddy|015|321538N|1044800W|32.2606622|-104.7999565|||||1757|5764|Ares Peak|08/31/1992|
1985888|Sitting Bull Communication Facility|Locale|NM|35|Eddy|015|321554N|1044229W|32.2651074|-104.708011|||||1600|5249|Red Bluff Draw|08/31/1992|
1993978|Cottonwood Storage Tank|Reservoir|NM|35|Eddy|015|320731N|1044108W|32.1253897|-104.6855065|||||1759|5771|Queen|09/04/2003|
1993980|Hamm Storage Tank|Reservoir|NM|35|Eddy|015|320923N|1044758W|32.1564985|-104.7993977|||||1867|6125|Pickett Hill|09/04/2003|
1993985|Kite Windmill Storage Tank|Reservoir|NM|35|Eddy|015|320945N|1044235W|32.1626103|-104.7096745|||||1718|5636|Queen|09/04/2003|
1999033|Middleton Well|Well|NM|35|Eddy|015|321013N|1044809W|32.170387|-104.8024536|||||1840|6037|Pickett Hill|09/24/2003|
2035539|Carlsbad Caverns Wilderness|Reserve|NM|35|Eddy|015|320723N|1043515W|32.1231693|-104.5874502|||||1391|4564|Grapevine Draw|02/27/2004|
2091842|Carlsbad Army Air Field (historical)|Military|NM|35|Eddy|015|322014N|1041547W|32.3372222|-104.2630556|||||992|3255|Kitchen Cove|07/31/2006|03/26/2009
2407964|La Huerta Census Designated Place|Census|NM|35|Eddy|015|322656N|1041321W|32.4489837|-104.22263|||||950|3117|Carlsbad East|03/11/2008|05/26/2010
2409736|City of Artesia|Civil|NM|35|Eddy|015|325048N|1042536W|32.8467155|-104.4268|||||1042|3419|Artesia|03/11/2008|
2409985|City of Carlsbad|Civil|NM|35|Eddy|015|322423N|1041418W|32.4065059|-104.23828|||||951|3120|Carlsbad East|03/11/2008|
2413559|Village of Hope|Civil|NM|35|Eddy|015|324857N|1044408W|32.815717|-104.73543|||||1248|4094|Hope|03/11/2008|
2413569|Village of Loving|Civil|NM|35|Eddy|015|321711N|1040548W|32.2864269|-104.09663|||||930|3051|Loving|03/11/2008|
2574460|Millman Well|Well|NM|35|Eddy|015|324401N|1040145W|32.7336111|-104.0291667|||||1049|3442|Illinois Camp NE|01/06/2010|
2584053|Atoka Census Designated Place|Census|NM|35|Eddy|015|324641N|1042337W|32.777976|-104.393675|||||1028|3373|Artesia|03/31/2010|
2584108|Happy Valley Census Designated Place|Census|NM|35|Eddy|015|322541N|1041723W|32.4280055|-104.289846|||||983|3225|Carlsbad West|03/31/2010|
2584141|Livingston Wheeler Census Designated Place|Census|NM|35|Eddy|015|322326N|1041211W|32.3906891|-104.203163|||||948|3110|Carlsbad East|03/31/2010|
2584143|Loco Hills Census Designated Place|Census|NM|35|Eddy|015|324911N|1035842W|32.8196688|-103.978353|||||1113|3652|Loco Hills|03/31/2010|
2584152|Malaga Census Designated Place|Census|NM|35|Eddy|015|321315N|1040357W|32.2209101|-104.065972|||||912|2992|Malaga|03/31/2010|
2584157|Morningside Census Designated Place|Census|NM|35|Eddy|015|325140N|1042349W|32.8610835|-104.397047|||||1028|3373|Artesia|03/31/2010|
2584237|Whites City Census Designated Place|Census|NM|35|Eddy|015|321036N|1042227W|32.1767166|-104.374133|||||1116|3661|Black River Village|03/31/2010|
2632196|Natural Bridge|Arch|NM|35|Eddy|015|321512N|1044310W|32.2533333|-104.7194444|||||1418|4652|Red Bluff Draw|07/19/2010|
2657556|Artesia Fire and Emergency Medical Services|Building|NM|35|Eddy|015|325043N|1042419W|32.845215|-104.4051494|||||1029|3376|Artesia|01/13/2011|
2657610|Loving Volunteer Fire Department and Emergency Medical Services|Building|NM|35|Eddy|015|321714N|1040551W|32.287254|-104.097508|||||930|3051|Loving|01/13/2011|
2657623|Carlsbad Fire Department Station 1|Building|NM|35|Eddy|015|322458N|1041351W|32.4161277|-104.23071|||||946|3104|Carlsbad East|01/13/2011|
2657630|Happy Valley Volunteer Fire Department|Building|NM|35|Eddy|015|322519N|1041659W|32.4218885|-104.282984|||||974|3195|Carlsbad West|01/13/2011|
2657716|Queen Volunteer Fire Department|Building|NM|35|Eddy|015|321139N|1044420W|32.1941872|-104.7389895|||||1774|5820|Queen|01/13/2011|
2657749|Loco Hills Volunteer Fire Department|Building|NM|35|Eddy|015|324909N|1035853W|32.8190614|-103.9812872|||||1111|3645|Loco Hills|01/13/2011|
2657757|Care Plus Ambulance|Building|NM|35|Eddy|015|322610N|1041408W|32.4361826|-104.2354283|||||951|3120|Carlsbad East|01/13/2011|
2657783|Happy Valley Fire Department Station 1|Building|NM|35|Eddy|015|322927N|1041834W|32.4907683|-104.3095039|||||988|3241|Carlsbad West|01/13/2011|
2657795|Whites City Volunteer Fire Department Station 2|Building|NM|35|Eddy|015|320626N|1042737W|32.1071424|-104.4602031|||||1108|3635|Rattlesnake Springs|01/13/2011|
2657830|Malaga Volunteer Fire and Rescue|Building|NM|35|Eddy|015|321333N|1040423W|32.2258607|-104.0729675|||||917|3008|Malaga|01/13/2011|
2657836|La Huerta Fire Department Station 1|Building|NM|35|Eddy|015|322706N|1041302W|32.4516516|-104.2171465|||||953|3127|Carlsbad East|01/13/2011|
2657839|Hope Volunteer Fire Department|Building|NM|35|Eddy|015|324837N|1044410W|32.8102188|-104.7361394|||||1247|4091|Hope|01/13/2011|
2657853|Cottonwood Volunteer Fire Department Station 1|Building|NM|35|Eddy|015|325300N|1042416W|32.8833387|-104.4043083|||||1034|3392|Espuela|01/13/2011|
2657880|Riverside Volunteer Fire Department|Building|NM|35|Eddy|015|324941N|1041709W|32.828076|-104.2857378|||||1046|3432|Spring Lake|01/13/2011|
2657894|Otis Volunteer Fire Department Station 1|Building|NM|35|Eddy|015|322104N|1041015W|32.3512257|-104.1707946|||||946|3104|Otis|01/13/2011|
2658005|La Huerta Volunteer Fire Department Station 2|Building|NM|35|Eddy|015|322735N|1041337W|32.4596609|-104.2270448|||||954|3130|Carlsbad East|01/13/2011|
2658035|Carlsbad Fire Department Station 6|Building|NM|35|Eddy|015|322046N|1041505W|32.3460125|-104.2514237|||||985|3232|Kitchen Cove|01/13/2011|
2658039|Atoka Volunteer Fire Department Atoka Road|Building|NM|35|Eddy|015|324612N|1042327W|32.7701009|-104.390879|||||1030|3379|Artesia|01/13/2011|
2658046|Carlsbad Fire Department Station 5|Building|NM|35|Eddy|015|322529N|1041322W|32.4248441|-104.2228175|||||944|3097|Carlsbad East|01/13/2011|
